,Company,Year,ISIN,SR,NFE,Date SRNFE,Date AR,ReportSize SRNFE,ReportSentence SRNFE,ReportWords SRNFE,GRI,Keywords,KeywordsClean,SentenceRestatement,ReportSize AR,ReportSentence AR,ReportWords AR,pfad
2859,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,"141 millionen € und übertraf damit den wert des vorjahres  weit (mengen 16 %, preise 2 %, portfoliomaßnahmen 21 %, währungen 5 %)",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2860,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,das ergebnis der betriebstätigkeit lag mengenbedingt  weit über dem vorjahreswert,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2861,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,umsatz  – 2010 auf grund gestiegener nachfrage stark  verbessert ganzjährige einbeziehung der ciba- geschäfte stützt umsatzwachstum zusätzlichergebnis trotz einmaliger aufwendungen für wert- –berichtigungen auf forderungen im rahmen langfristiger lieferverträge weit über vorjahresniveau,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2862,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,umsatz dank höherer edelmetallpreise und steigender  –mengen weit über vorjahreswertergebnis in günstigem marktumfeld stark verbessert –prognose  – 2011: signifikantes umsatzwachstum infolge  höherer edelmetallpreise und zunehmender mengen  ergebnis weit über dem niveau des vorjahres,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2863,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,im produktbereich bauten anstrichmittel lag der umsatz insbesondere in südamerika über dem vorjahres-wert,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2864,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,"im jahr  – 2011 wird der ölpreis voraussichtlich über  der durchschnittsnotierung des vorjahres liegen  planwerte im jahresdurchschnitt: ölpreis 90 us$/barrel, wechselkurs 1,35 us$/€prognose  – 2011: signifikanter umsatzanstieg  kräftige verbesserung des ergebnisses",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2865,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,umsatz infolge niedrigerer gaspreise gesunken –absatz auf grund der weltwirtschaftlichen erholung   –und der kalten witterung in den winter monaten erhöhtergebnis unter wert des vorjahres –prognose  – 2011: leichte umsatzsteigerung ergebnis  infolge des anhaltenden margendrucks leicht rückläufig,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2866,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,das ergebnis der betriebstätigkeit lag mit 416 millionen € um 92 millionen € unter dem wert des vorjahres,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2867,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,"1 die regionale zuordnung einiger mittelamerikanischer länder wurde geändert, vorjahreswerte wurden entsprechend angepasst",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2868,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,europaim jahr 2010 erhöhte sich der umsatz der gesellschaften mit sitz in der region europa gegenüber dem vorjahreswert um 16 % und lag bei 35,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2869,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,579 millionen € über  dem vorjahreswert und übertraf damit auch das vorkrisen- niveau deutlich,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2870,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,fast alle segmente konnten absatz und  umsatz gegenüber den vorjahreswerten erheblich steigern,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2871,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,107 millionen € einen spitzenwert und übertraf das  vorjahresniveau um 604 millionen €,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2872,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,in lokaler  währung lag der umsatz um 19 % über dem vorjahreswert,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2873,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*zahl,vorjahr zahl,überblick 2010 mitarbeiterstruktur basf-gruppe 2010  (vorjahreszahlen in klammern),232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2874,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,bericht.*korrektur,bericht korrektur,"1 basisjahr2 abweichung von bericht 2009 (1,7) bedingt durch unterjährige korrektur auf",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2875,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,daten.*aktualisier,daten aktualisier,"basis dafür ist eine globale datenbank, in der wir ständig aktualisierte sicherheits-, gesundheits- und umweltinformationen für unsere stoffe und produkte speichern",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2876,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,standard.*korrektur,standard korrektur,"wenn wir feststellen, dass  unsere standards nicht oder nur teilweise erfüllt werden,  vereinbaren wir korrekturmaßnahmen und bieten hilfestellung bei der umsetzung an",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2877,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*zahl,anpass zahl,dies betrifft insbesondere die anpassung des grundkapitals und der aktienzahl nach der einziehung zurück-gekaufter basf-aktien und nach einer neuausgabe von aktien aus dem genehmigten kapital,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2878,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,der an-stieg des auf das jahr 2010 entfallenden personalaufwandes im vergleich zum vorjahr resultiert im wesentlichen aus einer höheren bewertung dieser optionsrechte zum 31,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2879,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,bei den nach der equity-methode bilanzierten gesellschaften werden die wesentlichen bewertungs abweichun gen angepasst,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2880,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,zahl.*anpass,zahl anpass,die differenz zwischen dem zu historischen kursen bei einzahlung oder ein-behalt und dem zu stichtagskursen am abschlussstichtag umgerech neten eigenkapital der gesellschaften wird in den sonstigen eigenkapitalposten (translationsanpassung) geson-dert im eigenkapital ausgewiesen und erst bei abgang einer gesellschaft ergebniswirksam berücksichtigt,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2881,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*wert,anpass wert,anpassungen an bei-zulegende zeitwerte,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2882,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*anpass,wert anpass,der negative ergebnis-beitrag ist unter anderem auf die zeitanteilige abschreibung der marktwertanpassungen (step-up) der vorräte sowie auf einmal-aufwendungen wie abfindungszahlungen zurückzuführen,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2883,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*wert,anpass wert,im jahr 2010 wur-den keine wesentlichen anpassungen dieser werte vorgenom-men,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2884,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*vorjahr,anpass vorjahr,der  abschluss der kauf preisallokationen im jahr 2010 führte nicht zu einer anpassung der konzernbilanz des vorjahres,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2885,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,vorjahreswerte wurden entsprechend angepasst,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2886,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,"1 die regionale zuordnung einiger mittelamerikanischer länder wurde geändert, vorjahreswerte wurden entsprechend angepasst",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2887,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*zahl,anpass zahl,"die auflösung und anpassung von rückstellungen betraf überwiegend stilllegungs- und restrukturierungsmaßnahmen,  personalverpflichtungen, prozess- und schadenersatzrisiken sowie eine vielzahl weiterer einzelposten im rahmen der übli-chen geschäftstätigkeit",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2888,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,"für steuerliche verlustvorträge von 78 mil-lionen €, im vorjahr 74 millionen €, wurden wertberichtigungen aufgelöst",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2889,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,"1 die regionale zuordnung einiger mittelamerikanischer länder wurde geändert, vorjahreswerte wurden entsprechend angepasst",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2890,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*angepasst,wert angepasst,im rahmen dieser ausweisänderung wurden die werte des vorjahres entsprechend angepasst,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2891,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*anpass,wert anpass,in den sonstigen rechten und werten sind unter umbu-chungen die marktwertanpassungen von emissionsrechten zum bilanzstichtag enthalten,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2892,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*anpass,wert anpass,in den sonstigen rechten und werten sind unter umbuchungen die marktwertanpassungen von emissionsrech-ten zum bilanzstichtag enthalten,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2893,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,anpass.*wert,anpass wert,"hierzu gehören translationsanpassungen, die bewertung von wertpapieren zu marktwerten, die marktwertänderungen von derivaten, die zur absicherung künftiger zahlungsströme und von nettoinvestitionen in ausländische geschäftsbetriebe  eingesetzt werden, und effekte aus der neubewertung von  vermögenswerten und schulden auf grund von mehr-heitserwerb",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2894,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,zahl.*anpass,zahl anpass,translationsanpassungdie differenz zwischen dem zu historischen kursen bei ein-zahlung oder einbehalt und dem zu stichtagskursen am  abschlussstichtag umgerechneten eigenkapital der gesell-schaften wird als translationsanpassung gesondert im eigen-kapital aus gewiesen und erst beim abgang einer gesellschaft erfolgswirksam berücksichtigt,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2895,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,^\Wvorjahr,vorjahr,"(vorjahr: 8 %) bis 2012  unterstellt, die sich anschließend linear bis zum jahr 2018 auf 5 % p",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2896,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,^\Wvorjahr,vorjahr,(vorjahr: 5 %) reduziert,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2897,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,bericht.*vorjahr,bericht vorjahr,im berichtsjahr wurden an staatliche rentenversicherungs träger beiträge in höhe von 473 millionen € und im vorjahr von 412 millionen € geleistet,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2898,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*wert,vorjahr wert,für programme aus vorjahren wurden entsprechende beizulegende zeitwerte  ermittelt und bewertungspara meter verwendet,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2899,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,wert.*vorjahr,wert vorjahr,auf diese weise wurden im jahr 2010 zeitwerte in höhe von –24 millionen € (vorjahr:  –25 millionen €) bestimmt,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2900,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,vorjahr.*zahl,vorjahr zahl,im laufenden geschäftsjahr und im vorjahr wurden keine  über die mindestleasingaufwendungen hinausgehenden zusätz-lichen leasingzahlungen auf grund vertraglich festgelegter  bedingungen für finanzierungsleasing ergebniswirksam  erfasst,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2901,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,zahl.*angepasst,zahl angepasst,die vorjahreszahlen wurden an ifrs angepasst,232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2902,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,zahl.*angepasst,zahl angepasst,"das ergebnis je aktie, die dividende je aktie und die anzahl der aktien der vorjahre haben wir der vergleichbarkeit wegen rückwirkend angepasst",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2903,basf se,2010,DE000BASF111,1,0,52.20.1102,52.20.1102,232,14079,100385,1,bereinig.*wert,bereinig wert,"7 bereinigt um sondereinflüsse und abschreibungen auf immaterielle  vermögenswerte, betrug das ergebnis je aktie 5,73 € im jahr 2010  und 3,01 € im jahr 2009",232,13722,100385,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2010_IR.pdf
2904,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,bericht.*aktualisier,bericht aktualisier,"1 erläuterung siehe seite 362 einschließlich akquisitionen3 ohne emissionen aus der gas- und erdölförderung4 abweichung gegenüber dem bericht 2010 (25,2) bedingt durch aktualisierte berechnungsgrundlage5 erläuterung siehe seite 88",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2905,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,bericht.*aktualisier,bericht aktualisier,"1 erläuterung siehe seite 362 einschließlich akquisitionen3 ohne emissionen aus der gas- und erdölförderung4 abweichung gegenüber dem bericht 2010 (25,2) bedingt durch aktualisierte berechnungsgrundlage5 erläuterung siehe seite 88",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2906,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,bericht.*aktualisier,bericht aktualisier,"wir übernehmen keine verpfl ichtung, die in diesem bericht gemachten zukunftsgerichteten aussagen zu aktualisieren",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2907,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,bericht.*aktualisier,bericht aktualisier,"wir übernehmen keine verpfl ichtung, die in diesem bericht gemachten zukunftsgerichteten aussagen zu aktualisieren",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2908,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,bericht.*aktualisier,bericht aktualisier,"1 erläuterung siehe seite 362 einschließlich akquisitionen3 ohne emissionen aus der gas- und erdölförderung4 abweichung gegenüber dem bericht 2010 (25,2) bedingt durch aktualisierte berechnungsgrundlage5 erläuterung siehe seite 88",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2909,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*bericht,vorjahr bericht,der direkte link zum vorjahresbericht erleichtert einen vergleich von aus-sagen,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2910,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,^\d+\W*angepasst,angepasst,"1  angepasst an aktiensplit im verhältnis 1:2, der im zweiten quartal 2008 durchgeführt wurde",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2911,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,wert.*angepasst,wert angepasst,"1  alle werte angepasst an aktiensplit im verhältnis 1:2, der im zweiten quartal 2008 durchgeführt wurde",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2912,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,wert.*angepasst,wert angepasst,die werte der vorjahre wurden nicht angepasst,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2913,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,wert.*vorjahr,wert vorjahr,"entstehung der wertschöpfung(millionen €, vorjahreszahlen in klammern)",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2914,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,wert.*vorjahr,wert vorjahr,verwendung der wertschöpfung (vorjahreszahlen in klammern),236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2915,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,"nach dem starken aufschwung im vorjahr (+7,2 %)  erreichte das wachstum der globalen industrieproduk-tion 2011 ein hohes niveau (+4,7 %), lag allerdings unter dem von uns prognostizierten wert (+5,0 %)",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2916,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,im jahresdurchschnitt lag der ölpreis mit rund 110 us$/barrel um etwa 40 % über dem vorjahreswert und erreichte damit den bisher höchsten jahres-durchschnittswert,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2917,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,im jahresdurchschnitt lag der preis für naphtha mit  930 us$/tonne um mehr als 30 % über dem vorjahreswert,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2918,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,den umsatz des segments chemicals erhöhten wir vor allem  preisbedingt deutlich gegenüber dem vorjahreswert,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2919,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,das ergeb-nis der betriebstätigkeit bei polyurethanes erreichte deshalb den vorjahreswert nicht,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2920,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,"insgesamt leisteten die eingeglieder-ten cognis-geschäfte jedoch einen positiven beitrag und  trugen maßgeblich dazu bei, dass das ergebnis der betriebs tätigkeit des segments den vorjahreswert übertraf",236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2921,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,das  ergebnis der betriebs tätigkeit übertraf den vorjahreswert trotz erhöhter  aufwendungen für forschung und entwicklung sowie für den ausbau des vertriebs in wachstumsmärkten,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2922,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,in diesem zeitraum lag der umsatz von styrenics deutlich über dem vorjahreswert eine positive umsatzentwicklung war außerdem bei düngemitteln und im rohstoffhandel zu verzeich-nen,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
2923,basf se,2011,DE000BASF111,1,0,22.20.2102,22.20.2102,236,14466,102880,1,vorjahr.*wert,vorjahr wert,finanzergebnis und jahresüberschussdas finanzergebnis lag mit 384 millionen € deutlich über dem vorjahreswert von –388 millionen €,236,14109,102880,C:\Users\test\sciebo\FACC SHK-WHB Berichte\CDAX Rohdaten 2008-2018_Stand 23.03.2021\BASF SE\SR\2011_IR.pdf
