name;seite;satz_nummer;key;satz
BMW AG2008_SR;61;14;anpassen; die bmw group wird aber dennoch die altersteilzeit weiter fort-führen und die bestehende betriebsvereinbarung auf ba-sis des tarifvertrags „flexibler übergang in die rente“  anpassen
BMW AG2008_SR;62;14;bearbeitet; im jahr #""$ ist die zahl der eingereichten vorschläge ge-genüber dem vorjahr zwar deutlich gesunken, dennoch wurden *" 5 aller bearbeiteten ideen umgesetzt und ent-sprechend honoriert
BMW AG2008_SR;62;23;ändern;%&' mitarbeiter aus '! ländern und damit $!,% 5 der belegschaft
BMW AG2008_SR;62;26;angepasst; im zuge der aktuellen umsetzung der unternehmensstra-tegie number one in der bmw group sollen auch die schwerpunkte der mitarbeiterbefragung der neuen strate-gie angepasst werden
BMW AG2008_SR;66;22;angepasst;alle projekte sind den lokalen erfordernissen angepasst und werden daher von den verantwortlichen der bmw group vor ort gesteuert
BMW AG2008_SR;66;26;angepasst; lokales engagementüber ihr weltweit angelegtes und lokal angepasstes engagement hinaus setzt sich die bmw group für ge-meinden ein, in denen sie agiert
BMW AG2008_SR;67;36;ändern; in diesen ländern ist die zahl tödlicher verkehrsunfälle beson-ders hoch: pro !""
BMW AG2008_SR;68;30;ändern;*#' schulen und an dere bildungseinrichtungen in #" ländern weltweit ausge geben
BMW AG2008_SR;68;35;ändern; starthilfe für schüler und studentendie weltweiten bildungsinitiativen der bmw group richten sich auch nach den lokalen bedürfnissen in den jeweiligen ländern
BMW AG2008_SR;74;4;ändern;umweltschutz in der produktion  sehr gut   37gut   37befriedigend   3unbefriedigend   0keine angabe   23sehr gutgutbefrie digendkeine angabemitarbeiter  sehr gut   31gut   31befriedigend   6unbefriedigend   3keine angabe   29sehr gutgutbefriedigendunbefrie-digendkeine angabegesellschaftliches engagement  sehr gut   31gut   31befriedigend   10unbefriedigend   3keine angabe   25sehr gutgutbefriedigendunbefrie-digendkeine angabe  *   internationale stakeholderbefragung winter #""$ / #""&: (# stakeholder aus % ländern wurden telefonisch befragt
BMW AG2008_SR;78;35;angepasst;**   angepasst nach neubehandlung der bilanzierung von pensionsverpflichtungenrückstellungen für pensionenin mio
BMW AG2008_SR;78;47;angepasst;314              *   angepasst nach neubehandlung der bilanzierung von pensionsverpflichtungendie schwankungen der pensionsrückstellungen ergeben sich aus der veränderung der versicherungsmathematischen berechnungsparameter, insbesondere der abzin-sungssätze
BMW AG2008_SR;78;61;angepasst;873  351              *   angepasst nach neubehandlung der bilanzierung von pensionsverpflichtungenmitarbeiter der bmw group am jahresende*120
BMW AG2008_SR;85;5;aktualisiert;weitere informationen und ständig aktualisierte daten zu den fahrzeugen erhalten  sie im internet unter den adressen www
BMW AG2008_SR;98;1;überarbeitet;944  konzernweiter umweltschutzstrategische ziele  maßnahmen  termin  status   management des umweltschutzes  umweltmanagement weiterentwicklung der zentralen umwelt-strategie für die gesamte bmw group#""$  die umweltstrategie wurde in die überarbeitete nachhaltigkeitsstrategie integriert
BMW AG2008_SR;98;21;aktualisiert; für #""$ wurden zudem aktualisierte verbrauchsfaktoren der fahrzeuge angewendet und daten des werks leipzig nicht mit einberechnet
BMW AG2008_SR;105;3;verbessert;weiterentwicklung der personalsysteme auf basis der lang-fristigen personalpolitik weltweitkontinuierlich neustrukturierung des personalwesens im jahr #""&gesunde mitarbeiter  arbeitssicherheit einführung eines neuen it-gestützten unfallverwaltungs-systems in verbindung mit dem bmw group gesundheits-dienst#""%  das neue system hat sich nahtlos in das frü-here erfassungssystem eingefügt, mit laufen-dem release verbessert sich die handhabung
BMW AG2008_SR;107;1;verbessern;103 strategische ziele  maßnahmen  termin   gesellschaftspolitisches engagement  weiterentwicklung der communities an den internationalen standorten mit den kernkom-petenzen der bmw groupbildungschancen in den communities am standort chennai (indien) verbessern #"!"  verkehrssicherheit  internationalisierung internationales verkehrssicherheits- und mobilitätsportal für verkehrsteilnehmer ab dem kindesalter #"!" / #"!!bildung und interkulturelle verständigung  durchführung des neuen konzepts des  bmw group award für interkulturelles  engagementverbindung des know-how des unternehmens und den gewinnerprojekten mit einem corporate volunteering-programm#""& / #"!"stiftungen  ausweitung der projektarbeit und über-tragung der erfahrungen auf weitere gesell-schaftliche reform gebieteeberhard von kuenheim stiftung fokussierung auf neue konzepte im bereich des bildungsmanagementskonstruktive einbindung von bürgerschaftlichem engagement in konkrete projektarbeitbmw stiftung herbert quandt entwicklung und förderung neuer, transsektoraler und innovativer lösungen für gesellschaftspoliti-sche probleme (integration, bildung, gesellschaftlicher zusammenhalt, globalisierung etc
Deutsche Post AG2010_SR;4;7;ändern;000 mitarbeiter in mehr als 220 ländern  und territorien ein globales netzwerk, das auf service, qualität und nachhaltigkeit ausgerichtet ist
Deutsche Post AG2010_SR;5;5;verbessert;nach erfolgreichen restrukturierungsmaßnahmen und verbesserter rentabilität ist unser konzern heute besser aufgestellt als jemals zuvor – und wir verstehen dies auch als einen erfolg unserer strategie 2015
Deutsche Post AG2010_SR;5;20;ändern; mit unserer weltweiten präsenz in über 220 ländern und territorien nutzen wir das know-how unserer mitarbeiter gerade auch dort, wo es am dringendsten gebraucht wird - nach naturkatastrophen, wenn professionelle logistik von hilfsgütern über leben und tod entscheiden kann
Deutsche Post AG2010_SR;6;10;ändern;000 mitarbeiter in über 100 ländern, zum teil in ihrer freizeit, für lokale hilfsprojekte
Deutsche Post AG2010_SR;7;41;angepasst;323beteiligung an der mitarbeiterbefragung (%) 75 76 791 wie ursprünglich berichtet2 scope 3 wurde im zuge methodischer verbesserungen angepasst
Deutsche Post AG2010_SR;13;5;verbessern; deutsche post dhl und teach for all verfolgen das gemeinsame ziel, bildungsqualität und bildungssysteme weltweit zu verbessern
Deutsche Post AG2010_SR;13;13;ändern;000 mitarbeiter in mehr als 100 ländern in asien, amerika, europa und im nahen osten nehmen gemeinsam mit geschäftspartnern und angehörigen am dhl-freiwilligentag 2010 teil – der bislang größten aktion dieser art in unserem konzern
Deutsche Post AG2010_SR;13;17;ändern;corporate health awards 2010 acht projekte zur gesundheitsförderung aus fünf unternehmensbereichen in sieben ländern werden 2010 mit einem corporate health award ausgezeichnet
Deutsche Post AG2010_SR;13;21;ändern; eine der zentralen aussagen von „delivering tomorrow: zukunftstrend nachhaltige logistik“ ist, dass nachhaltigkeit die logistikbranche verändern wird – sowohl in bezug auf das geschäftsmodell als auch hinsichtlich der vielen fortschrittlichen lösungen und technologien, auf die logistikdienstleister in zukunft zurückgreifen können
Deutsche Post AG2010_SR;14;7;angepasst; in zusammenarbeit mit den mitarbeitern der personalabteilungen vor ort wird das internationale konzept an regionale besonderheiten und bedürfnisse angepasst
Deutsche Post AG2010_SR;14;8;ändern; weitere workshops in den anderen pilotländern (indonesien, mexiko und rumänien) sind geplant, bevor der rollout in weiteren ländern durchgeführt wird
Deutsche Post AG2010_SR;14;13;verbessern; die beiden partner haben ein gemeinsames ziel: die qualität von bildung zu verbessern und schüler dabei zu unterstützen, ihr potenzial voll auszuschöpfen und gute leistungen zu bringen
Deutsche Post AG2010_SR;15;5;verbessern; gleichzeitig tragen sie dazu bei, die abholzung von wäldern zu reduzieren und die lebensbedingungen vor ort für die bevölkerung zu verbessern
Deutsche Post AG2010_SR;19;7;verbessert; neben der einführung spezieller hilfsmittel und behindertengerechter ausstattung am arbeitsplatz werden auch die allgemeinen arbeitsbedingungen verbessert
Deutsche Post AG2010_SR;19;11;ändern; die hilfe durch mitarbeiter der deutschen bundespost in entwicklungsländern begann im jahr 1960 im rahmen eines regierungsprogramms für technische entwicklungshilfe
Deutsche Post AG2010_SR;21;21;ändern; co2-gutschriften werden ländern, konzernen oder organisationen erteilt, deren treibhausgas-emissionen unter dem zugelassenen niveau liegen
Deutsche Post AG2010_SR;24;13;ändern; das unternehmen betreibt über 200 niederlassungen in 14 ländern der region
Deutsche Post AG2010_SR;27;4;ändern;000 mitarbeitern in über 220 ländern und territorien ist deutsche post dhl einer der größten arbeitgeber der welt
Deutsche Post AG2010_SR;27;15;verbessern; mit gogreen verfolgen wir in erster linie das ziel, unsere co2-effizienz zu verbessern
Deutsche Post AG2010_SR;27;19;verbessern; mit dem programm goteach trägt deutsche post dhl dazu bei, bildungsstandards auf der ganzen welt zu verbessern
Deutsche Post AG2010_SR;27;21;verbessern;unter dem motto „living responsibility“ sind die programme gogreen, gohelp, goteach sowie das gesellschaftliche engagement unserer mitarbeiter in zahlreichen lokalen projekten schwerpunkte unserer cr-strategie und verbessern unseren gesellschaftlichen und ökologische fußabdruck
Deutsche Post AG2010_SR;30;3;verbessert;de/verantwortungunser ansatz zur unternehmensverantwortung und ethische grundsätzewir sind überzeugt, dass diese programme, lokalen projekte und initiativen nicht nur nachhaltigkeit fördern, sondern auch den langfristigen erfolg unseres unternehmens sichern helfen, indem sie• diemotivationundidentifikationunserermitarbeitermitdemunternehmensteigern,• dascr-bewusstseinfördern,• zueinerverbessertenwahrnehmungundanerkennungunserercr-aktivitätenbeitragenund• unserewettbewerbsfähigkeitstärken
Deutsche Post AG2010_SR;31;5;verbessern; als erster global agierender logistikdienstleister haben wir uns deshalb ein konkretes co2-effizienzziel gesetzt: bis 2020 wollen wir unsere co2-effizienz und die unserer transport-subunternehmer im vergleich zum jahr 2007 um 30 % verbessern
Deutsche Post AG2010_SR;31;11;verbessert; deutsche post dhl hat• dieumweltrichtlinieundanderewichtigerichtlinienaktualisiert,• eineeuropäischeinitiativegestartet,mitderdieco2-transparenz bei subunternehmern im straßentransport verbessert werden soll, • neuepilotprojektefürgrüneflottenbegonnen,miteinemschwerpunktaufelektromobilität,• unserersteseigenesklimaschutzprojektinlesothogestartet,• status-berichtezurco2-effizienz als festen bestandteil in die beurteilungs- und berichterstattungsprozesse aller unternehmensbereiche integriert
Deutsche Post AG2010_SR;31;11;aktualisiert; deutsche post dhl hat• dieumweltrichtlinieundanderewichtigerichtlinienaktualisiert,• eineeuropäischeinitiativegestartet,mitderdieco2-transparenz bei subunternehmern im straßentransport verbessert werden soll, • neuepilotprojektefürgrüneflottenbegonnen,miteinemschwerpunktaufelektromobilität,• unserersteseigenesklimaschutzprojektinlesothogestartet,• status-berichtezurco2-effizienz als festen bestandteil in die beurteilungs- und berichterstattungsprozesse aller unternehmensbereiche integriert
Deutsche Post AG2010_SR;32;13;ändern; wir möchten außerdem eine gruppe von schulungsleitern ausbilden, um die einführung von gard in weiteren ländern zu betreuen
Deutsche Post AG2010_SR;32;16;ändern; der schwerpunkt der gemeinsamen aktivitäten lag in den ländern kenia, peru und indien
Deutsche Post AG2010_SR;33;6;verbessern; die zentralen initiativen unseres goteach-programms sind • diepartnerschaftmitteachfirstdeutschland• diepartnerschaftmitteachforall• diepartnerschaftmitsos-kinderdörfer• upstairs – das stipendiatenprogramm für kinder unserer mitarbeitermit dem ziel, die bildungsstandards weltweit zu verbessern, wollen wir unser image als arbeitgeber verbessern, um qualifizierte mitarbeiter für deutsche post dhl zu gewinnen und an unser unternehmen zu binden
Deutsche Post AG2010_SR;33;21;verbessern; deutsche post dhl und teach for all verfolgen das gemeinsame ziel, die bildungsqualität und bildungssysteme weltweit zu verbessern
Deutsche Post AG2010_SR;34;3;ändern;de/verantwortungunser ansatz zur unternehmensverantwortung und ethische grundsätzeende 2010 haben wir mit sos-kinderdorf international  eine vereinbarung unterzeichnet, mit dem ziel, in verschiedenen ländern lokale partnerschaften zu starten
Deutsche Post AG2010_SR;34;4;verbessern; die pilotkooperationen in brasilien, südafrika, vietnam und madagaskar sollen helfen, die berufschancen junger menschen zu verbessern
Deutsche Post AG2010_SR;34;9;ändern; darüber hinaus unterstützen wir bestehende bildungsprogramme der sos-kinderdörfer in den pilotländern finanziell
Deutsche Post AG2010_SR;34;13;ändern; südafrika ist unser erstes von vier pilotländern
Deutsche Post AG2010_SR;34;15;ändern; in den nächsten jahren soll das programm in weiteren ländern eingeführt werden
Deutsche Post AG2010_SR;34;21;verbessert; 2010 haben wir • den„livingresponsibilityfund“inslebengerufen,überdenlokalegesellschaftlicheprojektefinanziellunterstützt werden, • „livingresponsibility“alseigenekategoriefürdendurchunserenvorstandsvorsitzendenverliehenen„ceo-award“ eingeführt,• dieinternekommunikationunddenaustauschvongutenpraxisbeispielenverbessert
Deutsche Post AG2010_SR;34;31;verbessern;verbessern der konzernweiten zusammenarbeit und der      „one dhl“-strategie > effektiver einsatz von talenten innerhalb des gesamten konzernsiv
Deutsche Post AG2010_SR;35;7;verbessern; • diestrategischemaßnahme„hr-leistungserbringung“solldieeffizienzunsererpersonalorganisationverbessern
Deutsche Post AG2010_SR;36;7;verbessern; die fähigkeiten und kompetenzen dieser first-choice-spezialisten befähigen unsere geschäftsbereiche, ständig prozesse zu verschlanken und die qualität und effizienz unserer produkte und dienstleistungen zu verbessern
Deutsche Post AG2010_SR;38;36;überprüfen; durch regelmäßige audits überprüfen wir, wie weit unsere richtlinien in den einzelnen regionen und geschäftsbereichen implementiert sind
Deutsche Post AG2010_SR;39;15;ändern; september 2010 unterstützt ein chief compliance officer die bemühungen des konzerns, die compliance-organisation weiter zu stärken und den sich ändernden rechtlichen rahmenbedingungen und geschäftsanforderungen sowie der verantwortung gegenüber unseren stakeholdern gerecht zu werden
Deutsche Post AG2010_SR;41;10;ändern; dabei werden wir berücksichtigen müssen, dass in nichteuropäischen ländern andere gesetzliche bestimmungen gelten und große unterschiede hinsichtlich der datenschutzstandards bestehen
Deutsche Post AG2010_SR;42;19;aktualisiert;die ergebnisse dieses austauschs hatten einfluss auf unsere konzepte für erfassung und berichterstattung zu co2-emissionen, unsere aktualisierte umweltrichtlinie, die neue biokraftstoffrichtlinie, die aktualisierte papierrichtline, auf unsere positionen zu umweltpolitischen fragen und auf die weiterentwicklung unserer gogreen-dienstleistungen
Deutsche Post AG2010_SR;46;6;verbessern;html) unseres konzerns und unserer branche nutzen wir den austausch mit unseren stakeholdern sowie eigene analysen, um unsere strategie zur unternehmensverantwortung (cr-strategie) kontinuierlich zu verbessern und weiterzuentwickeln
Deutsche Post AG2010_SR;46;26;aktualisiert;htm#1)die relevanz der in diesem bericht aufgegriffenen themen haben wir vor allem abgeleitet aus: • eineraktualisierteninternenanalyserelevanterthemenbereicheundwichtigerstakeholder• denverschiedenenformenunseresdialogsmitstakeholdern,insbesonderedermitarbeiterbefragung,dergreen-trends-umfrage (http://www
Deutsche Post AG2010_SR;48;10;verbessern; wir erkannten, dass unsere logistischen fachkenntnisse, unser globales netzwerk und die fähigkeiten unserer mitarbeiter überaus wichtig waren, um den fluss der hilfsgüter am flughafen zu verbessern und dadurch einen zügigen weitertransport zu gewährleisten
Deutsche Post AG2010_SR;48;17;ändern; die umsetzung des programms in weiteren ländern ist geplant
Deutsche Post AG2010_SR;48;20;ändern; während es in den westlichen industrieländern wesentlich darum geht, bildungssysteme und -angebote neuen anforderungen an fähigkeiten und kompetenzen anzupassen, stehen die sogenannten entwicklungs- und schwellenländer vor der herausforderung, den zugang zur primären schulbildung für alle kinder zu garantieren
Deutsche Post AG2010_SR;49;9;ändern; ende 2010 unterzeichneten wir mit sos-kinderdorf international eine vereinbarung, mit dem ziel, partnerschaften in verschiedenen ländern ins leben zu rufen
Deutsche Post AG2010_SR;49;15;verbessern; dhl arbeitet ständig, sorgfältig und aktiv mit luftfahrtbehörden und vertretern der zuständigen nationalen behörden und branchenverbänden zusammen, um vollständige compliance zu gewährleisten und die sicherheit  weiter zu verbessern
Deutsche Post AG2010_SR;50;19;überprüfen;• dieoberstenentscheidungsgremienderunternehmensbereicheundservicebereichediskutierenanstehende cr-themen und überprüfen leistung und fortschritte
Deutsche Post AG2010_SR;51;5;verbessern; damit ermöglichen sie uns, unsere eigenen leistungen in allen cr-bereichen zu verbessern und können selbst als multiplikator wirken
Deutsche Post AG2010_SR;54;16;ändern;000 mitarbeiter in mehr als 220 ländern und territorien bilden ein globales netzwerk, das auf service und qualität ausgerichtet ist und eine wesentliche rolle für den welthandel einnimmt
Deutsche Post AG2010_SR;55;6;ändern; in vielen ländern sind die dienstleistungen von deutsche post dhl für kleine und mittelständische unternehmen unverzichtbar
Deutsche Post AG2010_SR;55;13;ändern; zudem haben wir auch vor ort in den ländern und territorien, in denen wir tätig sind, zahlreiche güter und dienstleistungen erworben
Deutsche Post AG2010_SR;57;3;verbessern;com/responsibilityumweltumweltin diesem kapitelgogreen: unser beitrag zum umweltschutz 58co2-emissionen und co2-effizienz-index 60co2-effizienz verbessern   69    netzwerke 70    flotte 75    gebäude 82weitere umweltfaktoren managen 84   umweltmanagementsysteme 85   weitere umweltauswirkungen 90mitarbeiter mobilisieren 95grüne lösungen für unsere kunden 97   grüne logistiklösungen 99    co2-neutrale gogreen-produkte  und lösungen 102   klimaschutzprojekte 106vorreiterrolle demonstrieren 108
Deutsche Post AG2010_SR;58;15;verbessern; um unsere leistungen im bereich umweltschutz weiter auszubauen und zu verbessern, haben wir im vergangenen jahr unsere konzernweite umweltrichtlinie aktualisiert
Deutsche Post AG2010_SR;58;15;aktualisiert; um unsere leistungen im bereich umweltschutz weiter auszubauen und zu verbessern, haben wir im vergangenen jahr unsere konzernweite umweltrichtlinie aktualisiert
Deutsche Post AG2010_SR;58;17;verbessern; die hauptziele unserer umweltrichtlinie sind:• transparenzüberunsereumweltauswirkungenschaffeneinschwerpunktliegtaufunseremco2-ausstoß und dem unserer transportsubunternehmer• diebetrieblicheeffizienzsteigernundunsereumwelteinflüssesoweitwiemöglichreduzieren• mehrwertschaffen,indemwirunserenkundengrünelösungenanbietenundsiedabeiunterstützen,ihreeigenen umweltziele zu erreichen• unserevorreiterrolleinderförderunggrünertechnologienhervorheben,einflussaufdiepolitischenregelungen von morgen nehmen und den dialog mit unseren wichtigsten stakeholdern pflegen • unseremitarbeiterdazumotivieren,ihrwissenüberumweltthemenzuerweiternundsichaktivfürdenumweltschutz einzusetzendas hauptaugenmerk von gogreen liegt auf dem klimaschutz: wir haben uns das ziel gesetzt, die co2-effizienz unserer eigenen aktivitäten und der unserer transportsubunternehmer bis zum jahr 2020 im vergleich zum basisjahr 2007 um 30 % zu verbessern
Deutsche Post AG2010_SR;59;7;verbessern;co2-effizienz verbessernwir optimieren unsere netzwerke, modernisieren unsere flotten und senken den energieverbrauch unserer gebäude – mit dem ziel, unsere co2-effizienz zu verbessern und unsere auswirkungen auf die umwelt zu minimieren
Deutsche Post AG2010_SR;59;14;ändern;000 mitarbeiter in über 80 ländern an aktivitäten zum weltumwelttag beteiligt
Deutsche Post AG2010_SR;60;7;verbessern;es ist das kernziel von gogreen, die co2-effizienz unseres unternehmens, inklusive der leistungen unserer transportsubunternehmer, bis zum jahr 2020 im vergleich zu 2007 um 30 % zu verbessern
Deutsche Post AG2010_SR;61;6;ändern;700 standorten in 65 ländern, territorien und einheiten auf der ganzen welt zum einsatz gekommen
Deutsche Post AG2010_SR;61;9;ändern; das ist ein novum in der express-industrie und hat es uns 2010 ermöglicht, in weiteren ländern unseren co2-neutralen gogreen-service einzuführen
Deutsche Post AG2010_SR;61;12;verbessern; das trägt indirekt dazu bei, die co2-effizienz unseres unternehmens zu verbessern, durch co2-effiziente logistik mehrwert zu schaffen und dhl express auf künftige änderungen der gesetzlichen grundlagen vorzubereiten
Deutsche Post AG2010_SR;64;42;angepasst;2 scope 3 wurde gemäß methodischen verbesserungen angepasst
Deutsche Post AG2010_SR;64;46;verbessern; wir setzen uns dafür ein, die direkte zusammenarbeit mit unseren transportdienstleistern weiter zu verbessern und möchten ein netzwerk aufbauen,  ähnlich der smartway-initiative in den usa
Deutsche Post AG2010_SR;65;11;verbessert; 2010 haben wir unsere co2-effizienz konzernweit verbessert und einen indexwert von 88 erreicht (2009: 93)
Deutsche Post AG2010_SR;65;12;verbessert; unsere eigene co2-effizienz haben wiraufkonzernebeneauf69indexpunkteverbessert(2009:762008:92)
Deutsche Post AG2010_SR;65;18;verbessert; diese strategischen entscheidungen haben zu einer deutlichen senkung der co2-intensität und demzufolge einer verbesserten co2-effizienz geführt
Deutsche Post AG2010_SR;66;11;korrigiert; mithilfe standardisierter berechnungsmethoden, prozesse und kontrollen stellen wir sicher, dass mögliche lücken oder überschneidungen in zukunft rechtzeitig festgestellt und korrigiert werden können
Deutsche Post AG2010_SR;66;13;geändert; die definition von tonnenkilometer im bereich express wurde von nettogewicht auf bruttogewicht geändert
Deutsche Post AG2010_SR;66;15;angepasst;2 angepasst
Deutsche Post AG2010_SR;67;4;verbessern; wir werden weiter maßnahmen entwickeln, die dazu beitragen, die co2-effizienz für unsere direkten emissionen (scopes 1 und 2) zu verbessern
Deutsche Post AG2010_SR;67;6;verbessern; auch wenn wir das niveau unseres zwischenziels für unsere eigenen emissionen (scopes 1 und 2) bereits erreicht haben, liegt bis zum jahr 2020 noch ein langer weg vor uns, auf dem wir uns nicht ausruhen wollen: wir setzen uns weiter dafür ein, die co2-effizienz unserer luft- und straßenflotte sowie unserer gebäude zu verbessern
Deutsche Post AG2010_SR;68;3;verbessern;com/responsibilityumweltco2-effizienz verbessernwie betreiben unsere netzwerke, unsere eigene flotte und die unserer subunternehmer sowie verschiedene anlagen und gebäude – dadurch entstehen eine reihe von umweltauswirkungen, insbesondere co2-emissionen
Deutsche Post AG2010_SR;68;11;verbessern; gebäudemit einfachen ideen und innovativen technologien verbessern wir die effizienz unserer eigenen gebäude und der gebäude unserer kunden
Deutsche Post AG2010_SR;68;13;verbessern; intelligente beleuchtungs-, heiz- und kühlkonzepte ermöglichen es, die energieeffizienz bestehender gebäude zu verbessern
Deutsche Post AG2010_SR;69;5;verbessern; netzwerkoptimierungwir verbessern die effizienz unser netzwerke stück für stück mit umfassenden programmen und innovativen technologien
Deutsche Post AG2010_SR;69;10;ändern; 2011 möchten wir „pud“-methoden auch in ländern der gruppen ii und iii einsetzen
Deutsche Post AG2010_SR;69;11;verbessern;„es ist wichtig, dass wir die kapazitäten unserer zustell- und langstreckenflotten gemeinsam betrachten und durch die wahl der richtigen fahrzeuggröße, einer optimierten beladung und intelligenten routenplanung verbessern
Deutsche Post AG2010_SR;69;14;verbessert; dadurch wurde die auslastung der lkw verbessert und die zahl der benötigten fahrzeuge reduziert
Deutsche Post AG2010_SR;70;7;verbessert; mit diesem angebot werden transportzeiten durch kürzere routen gesenkt, umschlagskosten reduziert und die co2-effizienz jeder einzelnen sendung um mehr als 40 % verbessert
Deutsche Post AG2010_SR;72;21;verbessern; um die co2-effizienz unserer seetransportdienstleister zu verbessern, benötigen wir größere transparenz über die zusammenstellung der flotten und müssen an der entwicklung führender industriestandards teilhaben
Deutsche Post AG2010_SR;73;5;verbessern; um die co2-effizienz unserer strategischen partner zu verbessern, gehen diese co2-kosten als kennzahl in das lieferantenmanagement ein
Deutsche Post AG2010_SR;73;15;verbessern;ziel des projekts war es, kosten zu sparen, co2-emissionen zu reduzieren und die transportleistung zu verbessern
Deutsche Post AG2010_SR;74;7;ändern; um unser weltweites dhl express-netz mit mehr als 220 ländern und territorien bedienen zu können, nutzen wir eine flotte eigener und gecharterter flugzeuge
Deutsche Post AG2010_SR;74;18;angepasst; 2008 und 2009-daten angepasst
Deutsche Post AG2010_SR;75;10;ändern; der handel zwischen diesen ländern wird immer wichtiger
Deutsche Post AG2010_SR;75;17;verbessern; durch eine erneuerung der von uns eingesetzten fahrzeuge können wir unseren kunden zuverlässige logistikleistungen bieten und gleichzeitig unsere umweltbilanz verbessern
Deutsche Post AG2010_SR;76;13;ändern;510eev 12) 163 1801  zahlen ohne fahrzeuge in einigen ländern, für die noch keine emissionsklassen berichtet werden (2009: 11
Deutsche Post AG2010_SR;77;4;überarbeitet;1211 entsprechend unserer überarbeiteten strategie zur verwendung von biokraftstoffen werden biodiesel, rapsöl und andere biokraftstoffe der ersten generation in diesen statistiken nicht mehr erfasst
Deutsche Post AG2010_SR;80;27;verbessern; über eine webbasierte anwendung erhalten die teilnehmenden fahrer echtzeit-feedback beziehungsweise tipps, wie sie ihr fahrverhalten verbessern können
Deutsche Post AG2010_SR;81;3;verbessern;com/responsibilityumweltgebäudemit einfachen ideen und innovativen technologien verbessern wir die effizienz unserer eigenen gebäude und die der gebäude unserer kunden
Deutsche Post AG2010_SR;81;5;verbessern; durch intelligente beleuchtungs-, heiz- und kühlkonzepte verbessern wir die energieeffizienz bestehender gebäude
Deutsche Post AG2010_SR;84;14;ändern; dank ihrer flexibilität ermöglicht die methode den ländern, auf verschiedenen ebenen den lokalen bedingungen gerecht zu werden, was raum für maßgeschneiderte initiativen auf nationaler ebene lässt
Deutsche Post AG2010_SR;85;5;verbessern; stufe 3  baut auf den vorherigen stufen auf mit dem ziel, die leistung zu verbessern und den umfang des umweltmanagementprogramms zu erweitern
Deutsche Post AG2010_SR;85;25;verbessern; wir werden die umsetzung unseres sechs-stufen-prozesses und die einführung von umweltmanagementsystemen fortführen, um unsere umweltleistung an den standorten und auf länder-ebene zu verbessern
Deutsche Post AG2010_SR;89;4;ändern; deswegen haben wir an unseren standorten in verschiedenen ländern lokale umweltmanagementsysteme eingeführt, die sich auf der jeweiligen ebene mit diesen auswirkungen befassen
Deutsche Post AG2010_SR;89;5;verbessern; 2010 haben wir einige wichtige schritte getan, um unser management weiterer umweltauswirkungen zu verbessern
Deutsche Post AG2010_SR;89;6;aktualisiert; wir haben unsere konzernweite umweltrichtlinie aktualisiert, die die grundlage für unser gogreen-programm und die einhaltung von umweltregelungen und -bestimmungen bei unserer arbeit bildet, sowie die papierrichtlinie, die die einsparung von papier und die verwendung von recyclingpapier fördert
Deutsche Post AG2010_SR;90;7;aktualisiert; 2010 haben wir unsere richtlinie für den einkauf und die auswahl von papier und papierprodukten („papierrichtlinie“) aktualisiert
Deutsche Post AG2010_SR;91;26;verbessern; die elektrofahrzeuge und andere alternative fahrzeuge, die wir testen, um die co2-effizienz unserer flotte zu verbessern, haben auch positiven einfluss auf die senkung von luftschadstoffemissionen 
Deutsche Post AG2010_SR;94;6;verbessern; die mobilisierung unserer mitarbeiter ist eine tragende säule, um unsere ressourceneffizienz zu verbessern und grüne lösungen für unsere kunden zu finden
Deutsche Post AG2010_SR;95;15;ändern;000 beschäftigte aus allen unternehmensbereichen und über 80 ländern haben aktivitäten organisiert oder an veranstaltungen teilgenommen
Deutsche Post AG2010_SR;98;3;verbessern;com/responsibilityumweltgrüne logistiklösungenunsere kunden profitieren bereits von unserem gogreen-programm mit dem ziel, die co2-effizienz der deutschen post dhl bis 2020 um 30 % zu verbessern
Deutsche Post AG2010_SR;98;4;verbessern; wir wollen die effizienz unserer eigenen standorte und netzwerke ständig verbessern und gleichzeitig unseren kunden die möglichkeit bieten, die umweltauswirkungen ihrer logistikprozesse zu minimieren
Deutsche Post AG2010_SR;99;6;verbessert; die ansicht kann nach transportart, route oder anderen kriterien aufgeteilt werden und bildet die basis zur berechnung von szenarien mit verbesserter co2-effizienz
Deutsche Post AG2010_SR;101;6;ändern; 2010 wurde gogreen in 39 ländern für kunden von express und teilweise für kunden von mail und global mail, weltweit für die kunden von dhl global forwarding sowie für die europäischen kunden von dhl freight angeboten
Deutsche Post AG2010_SR;103;11;ändern;dhl expressdie co2-neutrale versandoption gogreen steht geschäftskunden von dhl express in rund 40 ländern in europa, asien-pazifik und im eemea-raum zur verfügung
Deutsche Post AG2010_SR;104;19;überprüfen; verifizieren: wir überprüfen den co2-neutralen versand für unsere gogreen-kunden
Deutsche Post AG2010_SR;107;12;ändern; die ergebnisse belegen, dass nachhaltigkeit die logistikbranche verändern wird – sowohl in bezug auf das geschäftsmodell als auch hinsichtlich der vielen hochwertigen lösungen und technologien, die die logistikdienstleister in zukunft verwenden werden
Deutsche Post AG2010_SR;108;9;verbessern; initiative pro recyclingpapierwir arbeiten ständig daran, unsere energieeffizienz zu verbessern und unsere verpflichtung gegenüber der umwelt aktiv zu leben
